resp_index,choicetask,race,choice,gender,age,hhsize,children,education,zipcode,employment,hhincome,gas_reliab,rent,used,budget,vehclass,homecharge,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5,reliab_fs,CR1,CR2,CR3,CR4,CR5,CR6,CR7,CR8,CR9,CR10,cr_fs,zip_region,treatment,survey_index,ev_price,ev_opcost,ev_range,ev_chargavail,icev_price,icev_opcost,icev_range,ev_av,icev_av
278,7,White,2,1,24,3,1,4,65803,2,5,4,1,1,25000,3,1,50,3,3,4,2,-0.350064568638362,2,1,1,1,3,2,2,3,1,1,-1.68050738804174,6,2,92,17500.0,7.5,400,25,17500.0,12.5,200,1,1
278,8,White,2,1,24,3,1,4,65803,2,5,4,1,1,25000,3,1,50,3,3,4,2,-0.350064568638362,2,1,1,1,3,2,2,3,1,1,-1.68050738804174,6,2,92,17500.0,12.5,400,75,25000.0,12.5,200,1,1
278,9,White,2,1,24,3,1,4,65803,2,5,4,1,1,25000,3,1,50,3,3,4,2,-0.350064568638362,2,1,1,1,3,2,2,3,1,1,-1.68050738804174,6,2,92,17500.0,7.5,300,100,25000.0,10.0,300,1,1
278,10,White,2,1,24,3,1,4,65803,2,5,4,1,1,25000,3,1,50,3,3,4,2,-0.350064568638362,2,1,1,1,3,2,2,3,1,1,-1.68050738804174,6,2,92,25000.0,5.0,200,50,22500.0,5.0,200,1,1
623,1,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,63000.0,15.0,200,50,63000.0,7.5,300,1,1
623,2,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,90000.0,15.0,400,25,72000.0,7.5,200,1,1
623,3,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,90000.0,12.5,300,10,90000.0,15.0,200,1,1
623,4,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,72000.0,12.5,200,100,81000.0,15.0,300,1,1
623,5,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,81000.0,7.5,200,100,81000.0,10.0,400,1,1
623,6,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,81000.0,15.0,300,75,72000.0,10.0,400,1,1
623,7,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,63000.0,15.0,200,100,90000.0,5.0,400,1,1
623,8,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,63000.0,10.0,300,100,63000.0,12.5,300,1,1
623,9,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,72000.0,12.5,300,75,81000.0,15.0,300,1,1
623,10,Asian,2,2,43,2,1,6,96816,2,9,4,0,0,90000,1,1,40,3,3,3,4,-0.395254872158892,4,2,4,4,2,2,4,2,4,2,0.195334240355039,9,2,207,81000.0,10.0,400,100,90000.0,10.0,400,1,1
91,1,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,28000.0,10.0,200,25,32000.0,12.5,200,1,1
91,2,White,1,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,32000.0,15.0,300,100,40000.0,15.0,300,1,1
91,3,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,32000.0,15.0,300,75,32000.0,12.5,300,1,1
91,4,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,40000.0,7.5,200,75,36000.0,7.5,200,1,1
91,5,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,32000.0,12.5,200,50,32000.0,12.5,200,1,1
91,6,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,40000.0,10.0,300,100,28000.0,7.5,400,1,1
91,7,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,32000.0,10.0,200,10,28000.0,7.5,300,1,1
91,8,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,32000.0,12.5,200,25,40000.0,5.0,400,1,1
91,9,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,28000.0,10.0,400,10,32000.0,15.0,400,1,1
91,10,White,2,2,64,2,0,2,80109,2,8,5,0,0,40000,2,1,71,5,5,5,5,0.892169994115079,4,3,4,4,4,4,4,3,2,3,0.457166304530802,8,1,30,36000.0,5.0,300,10,28000.0,7.5,200,1,1
532,1,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,14000.0,7.5,400,100,18000.0,7.5,300,1,1
532,2,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,20000.0,7.5,300,25,14000.0,5.0,400,1,1
532,3,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,14000.0,10.0,200,10,18000.0,5.0,400,1,1
532,4,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,18000.0,7.5,400,25,14000.0,12.5,200,1,1
532,5,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,20000.0,12.5,400,100,18000.0,12.5,300,1,1
532,6,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,18000.0,15.0,400,25,16000.0,15.0,200,1,1
532,7,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,16000.0,7.5,400,25,14000.0,7.5,300,1,1
532,8,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,20000.0,15.0,300,75,14000.0,5.0,200,1,1
532,9,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,20000.0,5.0,200,50,18000.0,15.0,400,1,1
532,10,Hispanic or Latino,2,2,57,3,0,8,20906,7,6,4,0,0,20000,2,0,57,3,3,3,3,-0.396579368759937,2,2,2,4,3,2,4,2,3,4,-0.554955528970529,2,1,177,20000.0,15.0,300,25,16000.0,5.0,300,1,1
957,1,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,6300.0,7.5,200,25,7200.0,12.5,400,1,1
957,2,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,6300.0,15.0,400,50,8100.0,10.0,400,1,1
957,3,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,7200.0,15.0,400,100,9000.0,7.5,300,1,1
957,4,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,6300.0,10.0,400,50,9000.0,7.5,300,1,1
957,5,Black or African American,2,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,8100.0,7.5,400,75,8100.0,10.0,300,1,1
957,6,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,9000.0,5.0,200,50,9000.0,12.5,300,1,1
957,7,Black or African American,2,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,8100.0,12.5,200,50,8100.0,10.0,300,1,1
957,8,Black or African American,2,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,9000.0,12.5,300,75,7200.0,5.0,400,1,1
957,9,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,6300.0,15.0,300,100,7200.0,12.5,300,1,1
957,10,Black or African American,1,2,39,3,1,4,36083,3,12,4,1,1,9000,2,1,56,4,4,4,4,0.20044005008016,3,3,3,3,3,3,3,3,3,3,-0.167496094030072,3,0,319,6300.0,5.0,200,100,8100.0,7.5,400,1,1
194,1,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,20000.0,7.5,200,10,14000.0,7.5,200,1,1
194,2,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,20000.0,7.5,200,75,14000.0,10.0,400,1,1
194,3,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,18000.0,5.0,200,50,18000.0,12.5,200,1,1
194,4,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,14000.0,10.0,300,75,14000.0,7.5,200,1,1
194,5,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,16000.0,15.0,400,100,18000.0,10.0,200,1,1
194,6,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,18000.0,7.5,300,25,16000.0,10.0,400,1,1
194,7,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,18000.0,12.5,300,100,16000.0,10.0,200,1,1
194,8,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,20000.0,15.0,400,25,14000.0,10.0,300,1,1
194,9,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,14000.0,10.0,300,75,16000.0,5.0,400,1,1
194,10,White,2,2,77,4,1,2,21075,7,6,4,0,0,20000,1,1,50,4,3,1,1,-0.884186324414096,1,1,1,1,4,3,1,2,2,1,-1.7846381767676,2,2,64,20000.0,10.0,400,50,18000.0,5.0,200,1,1
388,1,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,35000.0,10.0,400,10,45000.0,15.0,300,1,1
388,2,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,50000.0,12.5,200,75,40000.0,12.5,200,1,1
388,3,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,35000.0,12.5,400,100,45000.0,12.5,400,1,1
388,4,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,35000.0,15.0,200,25,45000.0,12.5,400,1,1
388,5,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,40000.0,7.5,400,50,45000.0,15.0,200,1,1
388,6,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,40000.0,12.5,200,25,50000.0,7.5,200,1,1
388,7,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,35000.0,7.5,200,75,45000.0,15.0,400,1,1
388,8,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,35000.0,12.5,300,100,50000.0,5.0,400,1,1
388,9,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,35000.0,15.0,400,50,35000.0,5.0,400,1,1
388,10,"American Indian or Alaska Native,Asian",2,2,24,2,0,6,6053,2,5,5,1,0,50000,1,1,40,3,3,3,4,-0.395254872158892,4,4,2,2,2,2,3,2,2,4,-0.765644195194157,0,1,129,45000.0,10.0,300,100,45000.0,5.0,200,1,1
713,1,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,40500.0,12.5,400,75,31500.0,10.0,400,1,1
713,2,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,31500.0,5.0,300,25,31500.0,10.0,400,1,1
713,3,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,36000.0,12.5,200,75,36000.0,15.0,200,1,1
713,4,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,31500.0,5.0,400,75,31500.0,7.5,400,1,1
713,5,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,36000.0,5.0,200,10,31500.0,10.0,200,1,1
713,6,Black or African American,1,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,31500.0,10.0,300,100,40500.0,7.5,400,1,1
713,7,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,40500.0,7.5,300,75,31500.0,7.5,300,1,1
713,8,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,45000.0,5.0,300,10,45000.0,10.0,200,1,1
713,9,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,31500.0,5.0,400,10,45000.0,10.0,400,1,1
713,10,Black or African American,2,2,61,2,0,8,34475,3,7,5,0,0,45000,2,1,100,6,6,6,6,1.66677164769547,2,1,4,4,4,2,4,3,4,3,0.186131352506657,3,2,237,45000.0,10.0,200,50,36000.0,5.0,400,1,1
139,1,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,50000.0,10.0,200,25,40000.0,7.5,300,1,1
139,2,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,50000.0,5.0,300,100,40000.0,15.0,200,1,1
139,3,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,45000.0,12.5,300,75,35000.0,5.0,400,1,1
139,4,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,45000.0,15.0,400,50,45000.0,12.5,400,1,1
139,5,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,35000.0,10.0,300,75,50000.0,10.0,200,1,1
139,6,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,35000.0,5.0,300,50,45000.0,7.5,400,1,1
139,7,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,40000.0,15.0,200,100,50000.0,5.0,300,1,1
139,8,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,35000.0,5.0,300,100,35000.0,12.5,400,1,1
139,9,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,45000.0,7.5,200,50,40000.0,7.5,400,1,1
139,10,White,2,2,67,2,0,2,32757,7,8,5,0,0,50000,3,1,28,3,3,3,2,-0.670196625296095,3,3,3,4,4,4,4,3,3,3,0.252588702058991,3,1,46,50000.0,15.0,200,75,35000.0,5.0,300,1,1
625,1,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,13500.0,5.0,400,50,13500.0,10.0,200,1,1
625,2,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,12000.0,7.5,400,10,12000.0,15.0,400,1,1
625,3,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,15000.0,12.5,200,75,13500.0,7.5,400,1,1
625,4,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,13500.0,12.5,400,75,15000.0,15.0,400,1,1
625,5,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,12000.0,15.0,400,25,15000.0,10.0,300,1,1
625,6,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,13500.0,12.5,300,25,12000.0,12.5,400,1,1
625,7,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,15000.0,15.0,200,25,15000.0,12.5,400,1,1
625,8,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,10500.0,15.0,200,100,12000.0,15.0,300,1,1
625,9,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,12000.0,15.0,300,50,13500.0,7.5,300,1,1
625,10,"American Indian or Alaska Native,Hispanic or Latino",2,2,44,6,2,1,80229,7,5,6,0,1,15000,1,0,32,2,3,1,4,-0.959968231175375,5,5,5,5,3,1,5,5,4,5,1.56885342923114,8,1,208,12000.0,7.5,400,50,12000.0,12.5,400,1,1
733,1,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,18900.0,15.0,200,75,14700.0,10.0,400,1,1
733,2,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,16800.0,7.5,200,75,21000.0,7.5,400,1,1
733,3,Black or African American,2,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,16800.0,5.0,200,10,16800.0,5.0,300,1,1
733,4,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,14700.0,15.0,400,10,16800.0,10.0,200,1,1
733,5,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,21000.0,15.0,300,75,21000.0,15.0,300,1,1
733,6,Black or African American,2,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,16800.0,15.0,400,25,18900.0,10.0,400,1,1
733,7,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,16800.0,15.0,400,100,21000.0,12.5,200,1,1
733,8,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,18900.0,10.0,400,10,21000.0,12.5,400,1,1
733,9,Black or African American,2,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,16800.0,7.5,200,10,14700.0,5.0,200,1,1
733,10,Black or African American,1,2,27,4,2,1,7107,2,6,6,0,0,21000,1,1,100,6,6,6,6,1.66677164769547,5,5,5,5,5,3,5,5,5,5,2.0201517910202,0,1,244,14700.0,7.5,400,75,16800.0,15.0,300,1,1
253,1,White,2,2,24,2,0,4,36695,2,6,5,0,1,40000,1,1,80,5,5,5,5,0.945444664537166,4,3,4,3,3,3,4,2,4,3,0.296081103628662,3,1,84,28000.0,12.5,300,75,32000.0,5.0,300,1,1
253,2,White,2,2,24,2,0,4,36695,2,6,5,0,1,40000,1,1,80,5,5,5,5,0.945444664537166,4,3,4,3,3,3,4,2,4,3,0.296081103628662,3,1,84,36000.0,15.0,200,25,32000.0,5.0,300,1,1
253,3,White,2,2,24,2,0,4,36695,2,6,5,0,1,40000,1,1,80,5,5,5,5,0.945444664537166,4,3,4,3,3,3,4,2,4,3,0.296081103628662,3,1,84,36000.0,7.5,400,100,28000.0,10.0,200,1,1
253,4,White,2,2,24,2,0,4,36695,2,6,5,0,1,40000,1,1,80,5,5,5,5,0.945444664537166,4,3,4,3,3,3,4,2,4,3,0.296081103628662,3,1,84,40000.0,15.0,300,100,32000.0,12.5,200,1,1
253,5,White,2,2,24,2,0,4,36695,2,6,5,0,1,40000,1,1,80,5,5,5,5,0.945444664537166,4,3,4,3,3,3,4,2,4,3,0.296081103628662,3,1,84,36000.0,10.0,200,25,36000.0,15.0,300,1,1
253,6,White,2,2,24,2,0,4,36695,2,6,5,0,1,40000,1,1,80,5,5,5,5,0.945444664537166,4,3,4,3,3,3,4,2,4,3,0.296081103628662,3,1,84,36000.0,5.0,200,100,28000.0,15.0,200,1,1
